DENOMINAZIONE,COMUNE,PROVINCIA,TELEFONO,EMAIL,AREA,SERVIZI,ATTIVITA,TIPOLOGIE PERSONE SVANTAGGIATE,WGS84_Y,WGS84_X,location
LA FINESTRA - COOPERATIVA SOCIALE,Malnate,VA,0332 428604,ass-cop@lafinestramalnate.191.it,Disabili/Handicappati,Servizi di formazione all'autonomia,,,45.78773739,8.88319945,"(45.78773739, 8.88319945)"
FILI INTRECCIATI FA SOCIETA' COOPERATIVA SOCIALE,Brignano Gera d'Adda,BG,0363382353,,Minori,"Asilo Nido, Comunità per minori",,,,,
SOLASA SOCIETA' COOPERATIVA SOCIALE,Varese,VA,0332232613,solasa@aclivarese.it,"Anziani, Disabili/Handicappati, Famiglia, Minori","Formazione - Consulenza - Progettazione, Trasporto persone in situazione di bisogno",,,45.8224953,8.819549,"(45.8224953, 8.819549)"
MOLECOLA SOCIETA' COOPERATIVA SOCIALE,Milano,MI,025454242,molecola.scs@fastwebnet.it,"Alcooldipendenza, Anziani, Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio, Psichiatria, Stranieri","Animazione culturale  e territoriale, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Formazione - Consulenza - Progettazione, Servizio inserimenti lavorativi",,,,,
PETALI DI SOLIDARIETA' - SOCIETA' COOPERATIVA SOCIALE AGRICOLA - ONLUS,Erba,CO,031 610426,,,,"Agricola, Orto-floro-vivaismo","Tossicodipendenti, Alcooldipendenti",,,
LA RETE - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Brescia,BS,0303772201,segreteria@cooperativalarete.it,"Alcooldipendenza, Altro, Detenuti, Educativa, Emarginazione Sociale, Famiglia, Prevenzione del disagio, Psichiatria, Stranieri","Alloggi protetti, Centro di Ascolto - Segretariato, Comunità Protetta Psichiatrica, Formazione - Consulenza - Progettazione",,,45.5415842,10.2200662,"(45.5415842, 10.2200662)"
GENESI - IMPRESA SOCIALE - SOCIETA' COOPERATIVA SOCIALE ONLUS,Rodengo-Saiano,BS,0306810926,amministrazione@coop-soc-genesi.it,Anziani,"Altro, Casa Albergo per anziani, Residenza Sanitaria assistenziale per anziani",,,45.60081674,10.09610446,"(45.60081674, 10.09610446)"
PROGETTO ES.PRO. LAVORO - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Castegnato,BS,0302140236,esprolavoro@tiscali.it,,,"Assembl. meccanici, Assemblaggio elett.","Disabili, Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",45.55963898,10.12505545,"(45.55963898, 10.12505545)"
SOCIETÃ¿ COOPERATIVA SOCIALE BORGO DI CHIARAVALLE,Milano,MI,028266968,,,,"Affissione manifesti, Altro, Consegna pasti, Custodia parcheggi, Facchinaggio e traslochi, Falegnameria, Lavorazione legno, Manutenzione stabili, Manutenzione verde, Officina meccanica, Pulizia ambienti, Recupero e vendita beni usati, Servizi cimiteriali, Sgomberi locali, Sorveglianza e portierato, Tinteggiatura, Trasporto persone, Volantinaggio","Detenuti, Disabili",45.44084341,9.1816075,"(45.44084341, 9.1816075)"
PROGETTO FILIPPIDE LOMBARDIA SOCIETA' COOPERATIVA SOCIALE ONLUS,Cassina de' Pecchi,MI,3200363847,,"Disabili/Handicappati, Educativa, Minori","Altro, Ludoteca - baby parking",,,45.5198841,9.3654035,"(45.5198841, 9.3654035)"
L'ALTERNATIVA SOCIETA' COOPERATIVA SOCIALE - ONLUS,Quinzano d'Oglio,BS,0309923493,m.lamagni1@virgilio.it,Minori,Comunità educative,,,,,
ARTI E MESTIERI SOCIETA' COOPERATIVA SOCIALE ONLUS,Como,CO,031709972,coop.artiemestieri@tin.it,"Anziani, Disabili/Handicappati, Educativa, Famiglia, Minori","Assistenza Pre e Post Scolastica, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Centro di Aggregazione Giovanile, Formazione del personale",,,45.7959186,9.05688064,"(45.7959186, 9.05688064)"
IL NOSTRO GIRAMONDO COOPERATIVA SOCIALE,Milano,MI,0249754452,ilgiardinodeibambini@tiscali.it,"Educativa, Minori",Istituti Educativi Assistenziali per minori,,,45.50567525,9.16303975,"(45.50567525, 9.16303975)"
IL GRANELLO DON LUIGI MONZA SOCIETA' COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA,Cislago,VA,0296409059,amministrazione@granello-coop.it,,,"Confezionamenti vari, Tipografia e stampa",Disabili,45.6573323,8.98224505,"(45.6573323, 8.98224505)"
ASSISTENZA PRIVATA COOPERATIVA SOCIALE - ONLUS,Voghera,PV,0383648169,,"Anziani, Disabili/Handicappati",Assistenza Domiciliare integrata Anziani,,,44.98670424,8.99151061,"(44.98670424, 8.99151061)"
MULTISERVICES SOCIETA' COOPERATIVA SOCIALE,Gallarate,VA,0331777223,,,,Gestione biblioteche e musei,Disabili,45.65813595,8.7827945,"(45.65813595, 8.7827945)"
AZIMUT - SOC. COOP. SOCIALE - ONLUS,Trezzo sull'Adda,MI,02 90963339,info@campogulliver.it,"Educativa, Minori","Altro, Animazione",,,,,
ITA.CA ONLUS SOCIETA' COOPERATIVA SOCIALE,Suzzara,MN,03761880877,,,,"Confezionamenti vari, Pulizia ambienti",Disabili,44.99035526,10.7436147,"(44.99035526, 10.7436147)"
FRANCIACORTA - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Palazzolo sull'Oglio,BS,0307050511,coopfranc@tele2.it,"Disagio Giovanile, Educativa, Minori","Assistenza domiciliare minori, Assistenza scolastica ""ad personam""",,,45.6032188,9.9001335,"(45.6032188, 9.9001335)"
IL SEME - COOPERATIVA SOCIALE ONLUS,Cardano al Campo,VA,0331731006,ilseme.cardano@tin.it,"Disabili/Handicappati, Educativa","Alloggi protetti, Asilo Nido, Assistenza Domiciliare integrata Disabili, Attività Extra scolastiche a minori, Centro Diurno per disabili, Comunità socio sanitaria per disabili, Istituto di Riabilitazione per Handicap, Riabilitazione specialistica ambulatoriale, Trasporto persone in situazione di bisogno",,,45.63498075,8.76291416,"(45.63498075, 8.76291416)"
SOLIDARIETA' PROVAGLIESE COOPERATIVA SOCIALE,Provaglio d'Iseo,BS,0309839044,r.cossandi@solidarieta-provagliese.it,,,"Assembl. meccanici, Assemblaggio elett., Gestione isola ecologica, Raccolta differenz., Spazzamento e pulizia strade","Disabili, Minori, Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",,,
SOCIETA' COOPERATIVA SOCIALE AMBROSIA ONLUS,Bozzolo,MN,0376920464,,"Anziani, Minori","Assistenza Domiciliare integrata Anziani, Istituti scolastici primo e secondo grado",,,45.10150507,10.48586658,"(45.10150507, 10.48586658)"
LA TELA SOCIETA' COOPERATIVA SOCIALE,Sant'Angelo Lodigiano,LO,037192777,cooplatela@virgilio.it,,,"Apertura e chiusura parchi, Consegna pasti, Pulizia ambienti, Servizi cimiteriali, Sorveglianza e portierato, Trasporto persone",Disabili,,,
VIRIDIANA SOCIETA' COOPERATIVA SOCIALE DI SOLIDARIETA',Asola,MN,03761518421,coop.viridiana@libero.it,"Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio, Stranieri","Assistenza Pre e Post Scolastica, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Scuola materna",,,,,
SOCIETA' COOPERATIVA SOCIALE GRUMELLO DEL MONTE - ONLUS,Grumello del Monte,BG,035831014,coopsocialegrumello@virgilio.it,"Anziani, Disabili/Handicappati","Altro, Assistenza Domiciliare integrata Anziani, Assistenza scolastica ""ad personam"", Centro Diurno integrato per anziani, Servizi di formazione all'autonomia",,,45.63613622,9.87389258,"(45.63613622, 9.87389258)"
DIAPASON COOPERATIVA SOCIALE A.R.L. - ONLUS,Milano,MI,0226000270,coopdiapason@coopdiapason.it,"Disabili/Handicappati, Disagio Giovanile, Educativa, Famiglia, Minori, Prevenzione del disagio, Stranieri","Altro, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Centro Ricreativo diurno minori, Centro di Aggregazione Giovanile, Comunità per minori, Educatori di Strada",,,45.51923287,9.22311802,"(45.51923287, 9.22311802)"
ITACA SOCIETA' COOPERATIVA SOCIALE,Morengo,BG,0363960881,info@cooperativaitaca.it,"Disabili/Handicappati, Disagio Giovanile, Educativa, Minori, Prevenzione del disagio, Psichiatria","Alloggi protetti, Assistenza Domiciliare integrata Anziani, Assistenza domiciliare minori, Attività Extra scolastiche a minori, Centro Diurno per disabili, Centro di formazione per disabili, Comunità Protetta Psichiatrica, Comunità socio sanitaria per disabili, Educatori di Strada",,,45.5343906,9.7029079,"(45.5343906, 9.7029079)"
IL LIBRO SOCIETA' COOPERATIVA SOCIALE ONLUS,Pizzighettone,CR,0372743010,cooperativa.libro@gmail.com,,,"Cartotecnica e imball., Lavanderia",Disabili,,,
PIER GIORGIO FRASSATI SOCIETA' COOPERATIVA SOCIALE - ONLUS,Canneto sull'Oglio,MN,037670260,isabella@pgfrassati.com,,,"Agricola, Assembl. meccanici, Confezionamenti vari, Manutenzione verde, Orto-floro-vivaismo","Disabili, Pazienti psichiatrici",45.152242,10.3796229,"(45.152242, 10.3796229)"
LE MURA COOPERATIVA SOCIALE,San Paolo d'Argon,BG,035581128,,,,"Altro, Confezionamenti vari",Disabili,,,
LA QUERCIA SOCIETA' COOPERATIVA SOCIALE,Mese,SO,0343-43041,info@laquerciacooperativa.com,,,"Agricola, Allevamento, Gestione biblioteche e musei, Gestione mense, Manutenzione verde, Pulizia ambienti","Disabili, Pazienti psichiatrici",46.3088608,9.3852227,"(46.3088608, 9.3852227)"
IL CORTILE SOCIETA' COOPERATIVA SOCIALE ONLUS,Cremona,CR,037235765,arcobaleno@ilcortilenet.it,"Disabili/Handicappati, Educativa, Minori","Altro, Asilo Nido, Attività Extra scolastiche a minori, Centro Diurno per disabili, Scuola materna",,,45.1451096,10.0147688,"(45.1451096, 10.0147688)"
SOCIETA' COOPERATIVA SOCIALE LA GINESTRA O.N.L.U.S. CON SIGLA LA GINESTRA SOC. COOP. SOCIALE O.N.L.U.S.,Busto Arsizio,VA,335474346,matteo_pozzi@virgilio.it,,,Facchinaggio e traslochi,"Detenuti, Disabili, Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",45.6225018,8.86258155,"(45.6225018, 8.86258155)"
ARMONIA - SOCIETA' COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA- ONLUS,Pozzo d'Adda,MI,0290968582,armoniaonlus@tiscali.it,"Disabili/Handicappati, Educativa, Famiglia, Minori, Prevenzione del disagio","Altro, Assistenza Pre e Post Scolastica, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Comunità Accoglienza residenziale, Nidi aziendali, Riabilitazione specialistica ambulatoriale, Scuole Materne",,,,,
TEMPI MODERNI - COOPERATIVA SOCIALE - ONLUS,Milano,MI,3939356910,cooperativatempimoderni@virgilio.it,"Disagio Giovanile, Educativa, Famiglia, Minori",Attività Extra scolastiche a minori,,,45.44889267,9.17300127,"(45.44889267, 9.17300127)"
IL CARDO SOCIETA' COOPERATIVA SOCIALE O.N.L.U.S,Edolo,BS,036472789,amministrazione@ilcardo.it,"Disabili/Handicappati, Disagio Giovanile, Educativa, Famiglia, Minori","Alloggi protetti, Altro, Assistenza Pre e Post Scolastica, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Centro Diurno per disabili, Centro socio educativo, Comunità socio sanitaria per disabili, Ludoteca - baby parking",,,,,
AZALEA - SOCIETA' COOPERATIVA SOCIALE ONLUS,Tremezzo,CO,034442145,info@coop-azalea.com,"Disabili/Handicappati, Disagio Giovanile, Educativa, Minori","Alloggi protetti, Assistenza Domiciliare integrata Disabili, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Centro socio educativo, Comunità famigliari",,,45.98348455,9.21984915,"(45.98348455, 9.21984915)"
LA SIEMBRA SOCIETA' COOPERATIVA SOCIALE DI SOLIDARIETA'- ONLUS,Crema,CR,0373250670,coopsiembra@gmail.com,,,Altro,Disabili,45.36612919,9.68863161,"(45.36612919, 9.68863161)"
IL SEGNO ONLUS. SOCIETA' COOPERATIVA SOCIALE,Mantova,MN,0376221717,ilsegnoonlus@postecert.it,"Disabili/Handicappati, Disagio Giovanile, Educativa, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio","Attività Extra scolastiche a minori, Formazione - Consulenza - Progettazione",,,45.14906346,10.7679542,"(45.14906346, 10.7679542)"
ATTILIO GIORDANI COOPERATIVA SOCIALE O.N.L.U.S.CON SIGLA VA LIDAMENTE IDENTIFICABILE,Cinisello Balsamo,MI,0249463010,presidenza@agio-onlus.it,"Disagio Giovanile, Educativa, Famiglia, Minori","Altro, Animazione culturale  e territoriale, Attività Extra scolastiche a minori, Formazione - Consulenza - Progettazione",,,45.55600139,9.2155182,"(45.55600139, 9.2155182)"
SOCIETA' COOPERATIVA SOCIALE 900,Milano,MI,02475563,giovanna.divittorio@studiodivittorio.it,,,"Altro, Confezionamenti vari, Servizi di informat.","Detenuti, Disabili",45.49983693,9.21064551,"(45.49983693, 9.21064551)"
FATTORE DONNA SOCIETA' COOPERATIVA SOCIALE - ONLUS,Mariano Comense,CO,0313555839,SIMONA@MONTANARIPUGLISI.IT,Educativa,Asilo Nido,,,45.6724205,9.1903166,"(45.6724205, 9.1903166)"
GOLDBERG SOCIETA' COOPERATIVA SOCIALE,Milano,MI,0263671387,,Anziani,Residenza Sanitaria assistenziale per anziani,,,45.46723471,9.18280309,"(45.46723471, 9.18280309)"
COOPERATIVA LOMBARDA F.A.I. (FAMIGLIE - ANZIANI - INFANZIA) SOCIETA' COOPERATIVA SOCIALE ONLUS,Monza,MB,039321141,direzione@copfai.it,"Anziani, Disabili/Handicappati, Educativa, Famiglia, Prevenzione del disagio, Psichiatria","Alloggi protetti, Animazione, Asilo Nido, Assistenza Domiciliare integrata Anziani, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Centro Diurno integrato per anziani, Scuole Materne",,,45.58787,9.2783461,"(45.58787, 9.2783461)"
SOLARIA SOCIETA' COOPERATIVA SOCIALE,Como,CO,031973336,solaria.scrl@gmail.com,"Alcooldipendenza, Psichiatria, Tossicodipendenza","Altro, Comunità Terapeutica Tossicodipendenti",,,45.7959186,9.05688064,"(45.7959186, 9.05688064)"
SENZA FRONTIERE SOCIETA' COOPERATIVA SOCIALE A R.L.,Usmate Velate,MB,0396076474,tasse@studiobonfanti.it,,,"Gestione isola ecologica, Manutenzione verde, Orto-floro-vivaismo, Sgomberi locali",Disabili,,,
COOPERATIVA SOCIALE LA ROSA BLU SOCIETA' COOPERATIVA - ONLUS,Ronco Briantino,MB,039667090,eb@studiobrambilla.it,,,Confezionamenti vari,Disabili,45.66755588,9.40522215,"(45.66755588, 9.40522215)"
IL SEGNO SOCIETA' COOPERATIVA SOCIALE A R.L.,Tribiano,MI,0239524872,COOPILSEGNO@LIBERO.IT,"Altro, Disabili/Handicappati, Disagio Giovanile, Educativa, Minori","Asilo Nido, Assistenza Pre e Post Scolastica, Assistenza scolastica ""ad personam"", Attività Extra scolastiche a minori, Trasporto persone in situazione di bisogno",,,45.41354942,9.37786314,"(45.41354942, 9.37786314)"
COOPERATIVA SOCIALE ECO 86 A.R.L.,Lecco,LC,0341365798,coopeco@tin.it,"Altro, Disabili/Handicappati, Disagio Giovanile, Educativa, Minori, Prevenzione del disagio","Altro, Animazione culturale  e territoriale, Assistenza domiciliare minori, Assistenza scolastica ""ad personam"", Formazione - Consulenza - Progettazione, Formazione del personale",,,45.85204532,9.40471171,"(45.85204532, 9.40471171)"
VERDE OASI SOCIETA' COOPERATIVA SOCIALE - ONLUS,Quinzano d'Oglio,BS,030933356,info@verdeoasi.net,,,"Altro, Gestione biblioteche e musei, Manutenzione verde, Pulizia ambienti, Spazzamento e pulizia strade","Disabili, Pazienti psichiatrici",,,
SERVIRE - SOCIETA' COOPERATIVA SOCIALE A R.L.,Treviolo,BG,0356221200,servire@servirecoop.it,,,"Consegna pasti, Gestione mense, Lavanderia",Disabili,45.67280919,9.61247571,"(45.67280919, 9.61247571)"
INSIEME SOCIETA' COOPERATIVA SOCIALE - ONLUS,Lecco,LC,0341496536,centrocopie@coopinsieme.com,,,"Assembl. meccanici, Cartotecnica e imball., Tipografia e stampa",Disabili,45.8652524,9.4018108,"(45.8652524, 9.4018108)"
1000 NOTE PER EDUCARE SOCIETA' COOPERATIVA SOCIALE,Fara Gera d'Adda,BG,3498631214,,Minori,Altro,,,,,
EDUCARE E' COMUNITA'. SOCIETA' CONSORTILE AGUSTONI CERI COOPERATIVA SOCIALE - ONLUS,Treviglio,BG,0350063511,,,,,,,,
LA FIACCOLATA - COOPERATIVA DI SOLIDARIETA' SOCIALE - ONLUS,Gussago,BS,0308370002,lafiaccolata@libero.it,,,"Assembl. meccanici, Assemblaggio elett., Pulizia ambienti",Disabili,45.58183165,10.15574759,"(45.58183165, 10.15574759)"
RADICI NEL FIUME SOCIETA' COOPERATIVA SOCIALE ONLUS,Somma Lombardo,VA,0331250184,coop@radicinelfiume.it,,,"Altro, Confezionamenti vari, Legatoria, Manutenzione stabili, Valorizzazione del territorio",Disabili,45.65348555,8.68440233095411,"(45.65348555, 8.68440233095411)"
LA GOCCIA - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Pozzo d'Adda,MI,0292010061,info@cooplagoccia.it,,,"Consegna pasti, Gestione mense, Manutenzione stabili, Manutenzione verde, Servizi cimiteriali, Tinteggiatura","Disabili, Tossicodipendenti, Alcooldipendenti",,,
VILLA ESTER COOPERATIVA SOCIALE ONLUS,Gallarate,VA,0331610496,,"Educativa, Famiglia, Minori",Comunità famigliari,,,45.65813595,8.7827945,"(45.65813595, 8.7827945)"
ZERO & OLTRE SOCIETA' COOPERATIVA SOCIALE,Lodi,LO,0371428051,francesca.scotti@fastwebnet.it,"Disabili/Handicappati, Educativa, Famiglia, Minori, Prevenzione del disagio, Stranieri","Altro, Assistenza scolastica ""ad personam""",,,45.3146637,9.5077759,"(45.3146637, 9.5077759)"
COOPERATIVA SOCIALE TETTO FRATERNO S.C.,Erba,CO,031 610426,tettofraterno@tettofraterno.it,"Alcooldipendenza, Altro, Tossicodipendenza","Altro, Comunità Terapeutica Tossicodipendenti",,,,,
SCUOLA MATERNA IMMACOLATA COOPERATIVA SOCIALE,Chiavenna,SO,0343290017,scuola@associazioneimmacolata.com,"Educativa, Famiglia",Scuole Materne,,,46.32112117,9.40582598,"(46.32112117, 9.40582598)"
SAN LAB CONSORZIO DI COOPERATIVE SOCIALI - SOCIETA' COOPERATIVA SOCIALE,Mariano Comense,CO,039366330,,,,,,45.68487875,9.19033475,"(45.68487875, 9.19033475)"
"AMBIENTE, SOLIDARIETA', PROGRESSO SOCIETA' COOPERATIVA SOCIALE ONLUS",Provaglio d'Iseo,BS,0309823602,aspscs@live.it,,,"Affissione manifesti, Gestione isola ecologica, Manutenzione verde, Pulizia ambienti, Servizi cimiteriali, Spazzamento e pulizia strade",Disabili,,,
ERANOS SOCIETA' COOPERATIVA SOCIALE,Milano,MI,02416027,eranos.soc.coop@gmail.com,"Disagio Giovanile, Emarginazione Sociale, Famiglia, Minori, Prevenzione del disagio",Comunità famigliari,,,45.4432016,9.12532328,"(45.4432016, 9.12532328)"
PUNTO D'INCONTRO - SOCIETA' COOPERATIVA SOCIALE,Cassano d'Adda,MI,0363361966,g.gialnisio@puntodincontro.org,Disabili/Handicappati,"Centro socio educativo, Comunità Alloggio per adulti, Comunità socio sanitaria per disabili, Residenza sanitaria Assistenziale per disabili, Riabilitazione specialistica ambulatoriale",,,45.539069,9.5223802,"(45.539069, 9.5223802)"
ENO CACCIA COOPERATIVA SOCIALE AGRICOLA ONLUS,Pozzolengo,BS,0307242451,S.CAMPREGHER2@GMAIL.COM,,,Agricola,"Tossicodipendenti, Alcooldipendenti",,,
BENACO ASSISTE SOCIETA' COOPERATIVA SOCIALE ONLUS,Desenzano del Garda,BS,0309911743,,"Anziani, Disabili/Handicappati","Assistenza Domiciliare integrata Anziani, Assistenza Domiciliare integrata Disabili",,,45.4698328,10.53684,"(45.4698328, 10.53684)"
SOLIDALIA - COOPERATIVA SOCIALE A R.L.,Clusone,BG,034621671,info@centroserviziclusone.it,"Disabili/Handicappati, Educativa, Minori","Assistenza Pre e Post Scolastica, Attività Extra scolastiche a minori, Formazione - Consulenza - Progettazione",,,,,
COOPERATIVA CHOPIN - COOPERATIVA SOCIALE,Villa d'Adda,BG,0354380108,cooperativachoopin@legalmail.it,Disabili/Handicappati,Centro di formazione per disabili,,,45.7132764,9.4595017,"(45.7132764, 9.4595017)"
IRIDE ASSISTE - SOCIETA' COOPERATIVA SOCIALE - ONLUS,Bonate Sotto,BG,035531346,,"Anziani, Disabili/Handicappati, Educativa, Famiglia, Minori","Altro, Assistenza Domiciliare infermieristica, Assistenza domiciliare minori",,,45.672178,9.56111516,"(45.672178, 9.56111516)"
IL VOMERE - SOCIETA' COOPERATIVA SOCIALE ONLUS,Travagliato,BS,0306263850,coop.ilvomere@libero.it,Disabili/Handicappati,"Centro Diurno per disabili, Centro socio educativo",,,45.5356127,10.0960003,"(45.5356127, 10.0960003)"
SOCIETA' COOPERATIVA SOCIALE LA RADICE O.N.L.U.S.,Milano,MI,3407626692,,,,"Altro, Orto-floro-vivaismo","Tossicodipendenti, Alcooldipendenti",45.50122693,9.25369099,"(45.50122693, 9.25369099)"
CONSORZIO PEGASO SOCIETA' CONSORTILE COOPERATIVA SOCIALE,Bergamo,BG,035271039,,,,,,45.69435316,9.6768952,"(45.69435316, 9.6768952)"
CSB - SOCIETA' COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA,Bergamo,BG,035470077,CSB@PER.IT,,,Pulizia ambienti,Disabili,45.69489821,9.6885314,"(45.69489821, 9.6885314)"
SICOMORO - SOCIETA' COOPERATIVA SOCIALE ONLUS,Brescia,BS,0308370002,,,,Pulizia ambienti,"Disabili, Tossicodipendenti, Alcooldipendenti",45.53489336,10.19805256,"(45.53489336, 10.19805256)"
COOPERATIVA SOCIALE BETANIA ONLUS,Trezzano sul Naviglio,MI,0248401472,betania@ritamail.it,,,"Affissione manifesti, Apertura e chiusura parchi, Confezionamenti vari, Facchinaggio e traslochi, Gestione isola ecologica, Manutenzione verde, Orto-floro-vivaismo, Pulizia ambienti, Recupero e vendita beni usati, Servizi cimiteriali, Servizi di informat., Sgomberi locali, Sorveglianza e portierato, Spazzamento e pulizia strade","Disabili, Tossicodipendenti, Alcooldipendenti",45.41690559,9.07960956,"(45.41690559, 9.07960956)"
LA PERSONA E IL LAVORO SOCIETA' COOPERATIVA SOCIALE ONLUS,Martinengo,BG,0363904887,coop.aldomoro@libero.it,"Altro, Anziani, Educativa","Altro, Residenza Sanitaria assistenziale per anziani, Servizi per immigrati",,,,,
ALEKOSLAB COOPERATIVA SOCIALE A R.L.,Milano,MI,0236532781,info@alekoslab.org,"Educativa, Famiglia, Minori, Stranieri","Animazione culturale  e territoriale, Attività Extra scolastiche a minori, Educatori di Strada",,,45.50520132,9.10167595,"(45.50520132, 9.10167595)"
PANDORA SOCIETA' COOPERATIVA SOCIALE,Milano,MI,3286930009,,,,"Gestione bar, Manutenzione verde","Pazienti psichiatrici, Tossicodipendenti, Alcooldipendenti",45.45314967,9.15639204,"(45.45314967, 9.15639204)"
ISTITUTO STOMATOLOGICO ITALIANO SOCIETA' COOPERATIVA SOCIALE - ONLUS,Milano,MI,0254176300,info@isimilano.eu,"Altro, Anziani, Disabili/Handicappati, Malati AIDS, Minori, Prevenzione del disagio, Stranieri, Tossicodipendenza","Gestione reparti ospedalieri, Riabilitazione specialistica ambulatoriale",,,45.45765178,9.20345371,"(45.45765178, 9.20345371)"
